,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,  Sales  ,Quantity,Discount, Profit 
7078,7079,CA-2017-106950,9/2/2017,9/6/2017,Standard Class,JE-15715,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.46,9,0.2,34.81
7079,7080,CA-2017-106950,9/2/2017,9/6/2017,Standard Class,JE-15715,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.46,4,0.2,3.4
7080,7081,CA-2017-106950,9/2/2017,9/6/2017,Standard Class,JE-15715,Consumer,United States,Charlotte,North Carolina,28205,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,472.52,3,0.4,-149.63
7081,7082,CA-2017-106950,9/2/2017,9/6/2017,Standard Class,JE-15715,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,3,0.2,303.8
7082,7083,CA-2017-106950,9/2/2017,9/6/2017,Standard Class,JE-15715,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22,5,0.7,-12.63
7083,7084,CA-2018-118724,7/21/2018,7/25/2018,Second Class,AR-10825,Corporate,United States,Concord,California,94521,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52,2,0,1.69
7084,7085,CA-2018-118724,7/21/2018,7/25/2018,Second Class,AR-10825,Corporate,United States,Concord,California,94521,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1626.19,9,0.2,121.96
7085,7086,CA-2018-112004,9/25/2018,9/28/2018,First Class,AH-10075,Corporate,United States,Chester,Pennsylvania,19013,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,8.6,5,0.7,-6.3
7086,7087,CA-2018-112004,9/25/2018,9/28/2018,First Class,AH-10075,Corporate,United States,Chester,Pennsylvania,19013,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,190.9,2,0.2,-42.95
7087,7088,US-2018-143175,8/3/2018,8/6/2018,Second Class,GA-14515,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0,23.97
7088,7089,CA-2016-105844,10/25/2016,10/27/2016,Second Class,JF-15415,Consumer,United States,Sparks,Nevada,89431,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,4,0,23.81
7089,7090,CA-2018-118864,6/15/2018,6/19/2018,Second Class,KH-16690,Corporate,United States,Los Angeles,California,90032,West,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96,1,0.2,7.5
7090,7091,CA-2016-119480,1/9/2016,1/13/2016,Standard Class,CC-12685,Consumer,United States,Henderson,Kentucky,42420,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0,49.97
7091,7092,CA-2016-119480,1/9/2016,1/13/2016,Standard Class,CC-12685,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44,3,0,45.76
7092,7093,CA-2016-119480,1/9/2016,1/13/2016,Standard Class,CC-12685,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,42.76,2,0,11.12
7093,7094,CA-2016-119480,1/9/2016,1/13/2016,Standard Class,CC-12685,Consumer,United States,Henderson,Kentucky,42420,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0,24.23
7094,7095,US-2016-153374,2/9/2016,2/13/2016,Second Class,JF-15565,Consumer,United States,Decatur,Illinois,62521,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,479.95,6,0.2,89.99
7095,7096,CA-2017-101980,8/19/2017,8/20/2017,First Class,RP-19390,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,146.69,6,0.2,55.01
7096,7097,CA-2017-101980,8/19/2017,8/20/2017,First Class,RP-19390,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.78,2,0.2,89.95
7097,7098,CA-2017-101980,8/19/2017,8/20/2017,First Class,RP-19390,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.18
7098,7099,CA-2018-144596,11/6/2018,11/10/2018,Standard Class,CD-11980,Consumer,United States,New York City,New York,10011,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,318.96,9,0,149.91
7099,7100,CA-2016-124933,12/26/2016,12/30/2016,Second Class,DF-13135,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,212.64,6,0,99.94
7100,7101,CA-2015-159625,11/23/2015,11/28/2015,Standard Class,SM-20005,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,23.47,3,0.2,8.8
7101,7102,CA-2017-144337,8/1/2017,8/5/2017,Second Class,SG-20890,Corporate,United States,Amarillo,Texas,79109,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,19.65,2,0.2,6.63
7102,7103,CA-2015-117478,9/21/2015,9/24/2015,First Class,LH-16750,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",6.57,3,0.7,-5.04
7103,7104,CA-2018-147410,9/4/2018,9/8/2018,Standard Class,EJ-14155,Consumer,United States,Santa Ana,California,92704,West,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",421.1,2,0,105.28
7104,7105,CA-2018-128944,6/19/2018,6/21/2018,Second Class,KH-16330,Corporate,United States,Newark,Ohio,43055,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,760.12,6,0.3,-43.44
7105,7106,CA-2018-128944,6/19/2018,6/21/2018,Second Class,KH-16330,Corporate,United States,Newark,Ohio,43055,East,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,38.78,3,0.2,7.27
7106,7107,CA-2018-128944,6/19/2018,6/21/2018,Second Class,KH-16330,Corporate,United States,Newark,Ohio,43055,East,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",122.33,9,0.2,1.53
7107,7108,CA-2017-109666,4/19/2017,4/26/2017,Standard Class,KM-16720,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,25.98,2,0,0.78
7108,7109,CA-2017-109666,4/19/2017,4/26/2017,Standard Class,KM-16720,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.28,2,0,1.48
7109,7110,CA-2017-109666,4/19/2017,4/26/2017,Standard Class,KM-16720,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,459.88,4,0,13.8
7110,7111,CA-2017-109666,4/19/2017,4/26/2017,Standard Class,KM-16720,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,7.76,2,0,2.25
7111,7112,CA-2017-109666,4/19/2017,4/26/2017,Standard Class,KM-16720,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,71.96,2,0,17.99
7112,7113,CA-2017-109666,4/19/2017,4/26/2017,Standard Class,KM-16720,Consumer,United States,New York City,New York,10035,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,0,15.37
7113,7114,CA-2017-109666,4/19/2017,4/26/2017,Standard Class,KM-16720,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",9.28,2,0.2,3.25
7114,7115,US-2017-102239,5/5/2017,5/6/2017,First Class,LW-16990,Corporate,United States,Henderson,Nevada,89015,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88,6,0,320.32
7115,7116,US-2017-102239,5/5/2017,5/6/2017,First Class,LW-16990,Corporate,United States,Henderson,Nevada,89015,West,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.73,2,0.2,2
7116,7117,CA-2015-143168,10/18/2015,10/23/2015,Second Class,IG-15085,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0,27.88
7117,7118,CA-2015-143168,10/18/2015,10/23/2015,Second Class,IG-15085,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.34,1,0.2,0.47
7118,7119,CA-2018-104906,2/13/2018,2/17/2018,Standard Class,JP-15460,Corporate,United States,New York City,New York,10009,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0,8.79
7119,7120,CA-2018-118122,11/17/2018,11/24/2018,Standard Class,GG-14650,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.9,2,0.2,4.52
7120,7121,US-2015-147774,1/20/2015,1/26/2015,Standard Class,MM-18280,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.19,1,0.7,-51.52
7121,7122,CA-2018-166926,12/1/2018,12/8/2018,Standard Class,SO-20335,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,41.86,7,0,18.84
7122,7123,CA-2018-166926,12/1/2018,12/8/2018,Standard Class,SO-20335,Consumer,United States,Seattle,Washington,98105,West,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,0,41.17
7123,7124,CA-2016-128013,8/9/2016,8/16/2016,Standard Class,MF-18250,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,0,4.41
7124,7125,CA-2016-128013,8/9/2016,8/16/2016,Standard Class,MF-18250,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,3,0,69.18
7125,7126,CA-2017-123176,9/27/2017,9/29/2017,Second Class,JG-15160,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,17.94,3,0,8.79
7126,7127,CA-2017-123176,9/27/2017,9/29/2017,Second Class,JG-15160,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89,3,0,4.58
7127,7128,US-2017-117541,11/14/2017,11/20/2017,Standard Class,JM-16195,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,16.45,5,0,7.57
7128,7129,US-2017-117541,11/14/2017,11/20/2017,Standard Class,JM-16195,Consumer,United States,Newark,Delaware,19711,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,19.92,4,0,6.57
7129,7130,CA-2017-166282,4/16/2017,4/22/2017,Standard Class,PK-19075,Consumer,United States,Nashville,Tennessee,37211,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.17,4,0.2,8.35
7130,7131,CA-2017-166282,4/16/2017,4/22/2017,Standard Class,PK-19075,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,123.09,7,0.2,40
7131,7132,CA-2018-141439,11/26/2018,12/1/2018,Standard Class,TT-21460,Home Office,United States,Richmond,Indiana,47374,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,257.94,3,0,67.06
7132,7133,CA-2018-141439,11/26/2018,12/1/2018,Standard Class,TT-21460,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,4,0,545.19
7133,7134,CA-2018-141439,11/26/2018,12/1/2018,Standard Class,TT-21460,Home Office,United States,Richmond,Indiana,47374,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0,9.89
7134,7135,CA-2018-141439,11/26/2018,12/1/2018,Standard Class,TT-21460,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,2,0,43.19
7135,7136,CA-2018-141439,11/26/2018,12/1/2018,Standard Class,TT-21460,Home Office,United States,Richmond,Indiana,47374,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,828.6,3,0,240.29
7136,7137,CA-2016-163965,11/20/2016,11/27/2016,Standard Class,SS-20875,Consumer,United States,Miami,Florida,33180,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,-5.78
7137,7138,CA-2016-163965,11/20/2016,11/27/2016,Standard Class,SS-20875,Consumer,United States,Miami,Florida,33180,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,17.44,2,0.2,1.31
7138,7139,CA-2016-163965,11/20/2016,11/27/2016,Standard Class,SS-20875,Consumer,United States,Miami,Florida,33180,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,62.88,4,0.7,-50.3
7139,7140,CA-2016-163965,11/20/2016,11/27/2016,Standard Class,SS-20875,Consumer,United States,Miami,Florida,33180,South,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,290.35,3,0.2,-36.29
7140,7141,CA-2018-128783,9/7/2018,9/7/2018,Same Day,TG-21640,Consumer,United States,Saint Charles,Missouri,63301,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,4,0,46.54
7141,7142,CA-2018-128783,9/7/2018,9/7/2018,Same Day,TG-21640,Consumer,United States,Saint Charles,Missouri,63301,Central,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3,5,0,37.88
7142,7143,CA-2015-122217,11/24/2015,11/29/2015,Standard Class,HP-14815,Home Office,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15,5,0,48.91
7143,7144,US-2018-141558,3/11/2018,3/16/2018,Standard Class,MH-17290,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,776.85,5,0.4,-181.27
7144,7145,US-2018-141558,3/11/2018,3/16/2018,Standard Class,MH-17290,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.29,1,0.7,-8.61
7145,7146,US-2018-141558,3/11/2018,3/16/2018,Standard Class,MH-17290,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,154.76,3,0.4,-46.43
7146,7147,US-2018-141558,3/11/2018,3/16/2018,Standard Class,MH-17290,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,43.28,1,0.2,3.25
7147,7148,CA-2017-139941,6/12/2017,6/17/2017,Standard Class,CB-12415,Consumer,United States,Long Beach,New York,11561,East,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",92.94,3,0,41.82
7148,7149,CA-2017-139941,6/12/2017,6/17/2017,Standard Class,CB-12415,Consumer,United States,Long Beach,New York,11561,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,52.56,3,0,18.4
7149,7150,CA-2016-166583,6/26/2016,6/30/2016,Standard Class,VD-21670,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,971.88,3,0.2,109.34
7150,7151,CA-2018-100412,12/22/2018,12/26/2018,Standard Class,SR-20425,Home Office,United States,Tuscaloosa,Alabama,35401,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",141.96,2,0,35.49
7151,7152,CA-2018-142909,12/22/2018,12/25/2018,Second Class,AG-10330,Consumer,United States,Mesa,Arizona,85204,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",182.55,2,0.5,-135.09
7152,7153,CA-2015-137911,10/9/2015,10/15/2015,Standard Class,BP-11095,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.77,2,0.2,31.07
7153,7154,CA-2016-106208,12/10/2016,12/15/2016,Standard Class,JW-16075,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,53.09,7,0.8,-108.83
7154,7155,US-2016-136749,12/25/2016,12/27/2016,Second Class,LH-16900,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,275.88,6,0,46.9
7155,7156,US-2016-136749,12/25/2016,12/27/2016,Second Class,LH-16900,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,157.9,5,0,74.21
7156,7157,CA-2018-126718,4/29/2018,5/4/2018,Standard Class,KT-16480,Consumer,United States,Orange,New Jersey,7050,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91,1,0,2.41
7157,7158,CA-2017-131380,3/28/2017,3/31/2017,Second Class,CC-12220,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0,0.88
7158,7159,CA-2017-131380,3/28/2017,3/31/2017,Second Class,CC-12220,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,5.98,1,0,2.93
7159,7160,CA-2016-145835,5/13/2016,5/18/2016,Second Class,BF-11170,Home Office,United States,Chicago,Illinois,60623,Central,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.38,2,0.2,16.68
7160,7161,CA-2016-145835,5/13/2016,5/18/2016,Second Class,BF-11170,Home Office,United States,Chicago,Illinois,60623,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16,4,0.2,5.6
7161,7162,CA-2015-138709,7/4/2015,7/9/2015,Standard Class,MS-17770,Consumer,United States,Richmond,Virginia,23223,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,21.84,3,0,10.92
7162,7163,CA-2015-138709,7/4/2015,7/9/2015,Standard Class,MS-17770,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,15.6,5,0,7.64
7163,7164,CA-2015-122070,4/22/2015,4/24/2015,Second Class,AH-10030,Corporate,United States,Troy,New York,12180,East,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,247.84,8,0,121.44
7164,7165,CA-2015-122070,4/22/2015,4/24/2015,Second Class,AH-10030,Corporate,United States,Troy,New York,12180,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",9.91,3,0.2,3.35
7165,7166,CA-2017-158610,9/19/2017,9/22/2017,First Class,CK-12595,Consumer,United States,Providence,Rhode Island,2908,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.52,2,0,17.38
7166,7167,CA-2015-117464,7/22/2015,7/24/2015,Second Class,NP-18325,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52,4,0,3.23
7167,7168,CA-2015-117464,7/22/2015,7/24/2015,Second Class,NP-18325,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.77
7168,7169,CA-2015-117464,7/22/2015,7/24/2015,Second Class,NP-18325,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5,10,0,68.59
7169,7170,CA-2015-117464,7/22/2015,7/24/2015,Second Class,NP-18325,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,170.35,3,0.2,19.16
7170,7171,US-2018-168613,10/8/2018,10/14/2018,Standard Class,GM-14440,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,145.76,2,0.1,3.24
7171,7172,CA-2018-125381,4/25/2018,4/27/2018,Second Class,SG-20605,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3,0,22.67
7172,7173,US-2018-141677,3/26/2018,3/30/2018,Standard Class,HK-14890,Corporate,United States,Houston,Texas,77070,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,143.96,5,0.2,1.8
7173,7174,US-2018-141677,3/26/2018,3/30/2018,Standard Class,HK-14890,Corporate,United States,Houston,Texas,77070,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,2399.96,5,0.2,569.99
7174,7175,US-2018-141677,3/26/2018,3/30/2018,Standard Class,HK-14890,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.35,3,0.2,23.24
7175,7176,US-2018-141677,3/26/2018,3/30/2018,Standard Class,HK-14890,Corporate,United States,Houston,Texas,77070,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.17,8,0.8,-226.64
7176,7177,US-2018-141677,3/26/2018,3/30/2018,Standard Class,HK-14890,Corporate,United States,Houston,Texas,77070,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",32.23,3,0.2,2.42
7177,7178,CA-2018-133067,5/4/2018,5/10/2018,Standard Class,MY-18295,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",2.2,2,0.7,-1.54
7178,7179,CA-2018-133067,5/4/2018,5/10/2018,Standard Class,MY-18295,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",9.4,3,0.7,-7.52
7179,7180,US-2017-144351,11/14/2017,11/18/2017,Standard Class,RC-19960,Consumer,United States,Baltimore,Maryland,21215,East,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",89.97,3,0,25.19
7180,7181,CA-2015-106054,1/6/2015,1/7/2015,First Class,JO-15145,Corporate,United States,Athens,Georgia,30605,South,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",12.78,3,0,5.24
7181,7182,CA-2017-138667,12/27/2017,12/30/2017,Second Class,MW-18220,Consumer,United States,Lancaster,Ohio,43130,East,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,40,2,0.2,0.5
7182,7183,CA-2018-150609,4/30/2018,5/4/2018,Standard Class,NZ-18565,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,5,0.2,7.55
7183,7184,CA-2018-128853,4/21/2018,4/23/2018,First Class,JM-15250,Consumer,United States,Baltimore,Maryland,21215,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",908.82,9,0,227.21
7184,7185,CA-2018-133102,8/17/2018,8/24/2018,Standard Class,ED-13885,Home Office,United States,Houston,Texas,77095,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,5.55,2,0.2,-1.04
7185,7186,CA-2018-133102,8/17/2018,8/24/2018,Standard Class,ED-13885,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.02,3,0.2,1
7186,7187,CA-2018-133102,8/17/2018,8/24/2018,Standard Class,ED-13885,Home Office,United States,Houston,Texas,77095,Central,FUR-CH-10002018,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,74.59,4,0.3,-2.13
7187,7188,CA-2018-133102,8/17/2018,8/24/2018,Standard Class,ED-13885,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,16.78,2,0.6,-22.24
7188,7189,CA-2018-133102,8/17/2018,8/24/2018,Standard Class,ED-13885,Home Office,United States,Houston,Texas,77095,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,38.86,4,0.8,-99.1
7189,7190,CA-2017-164399,11/12/2017,11/15/2017,First Class,DW-13480,Home Office,United States,San Diego,California,92024,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,203.98,3,0.2,25.5
7190,7191,CA-2017-164399,11/12/2017,11/15/2017,First Class,DW-13480,Home Office,United States,San Diego,California,92024,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,674.35,3,0.2,-8.43
7191,7192,CA-2017-116918,10/1/2017,10/6/2017,Second Class,JK-15205,Consumer,United States,Hialeah,Florida,33012,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,5.39,4,0.7,-4.49
7192,7193,CA-2017-116918,10/1/2017,10/6/2017,Second Class,JK-15205,Consumer,United States,Hialeah,Florida,33012,South,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,30.98,8,0.2,5.03
7193,7194,CA-2017-110492,2/12/2017,2/14/2017,First Class,JS-15880,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12,6,0,175.52
7194,7195,CA-2017-110492,2/12/2017,2/14/2017,First Class,JS-15880,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.48
7195,7196,CA-2017-147683,11/13/2017,11/17/2017,Standard Class,PO-19180,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,19.54,2,0,7.23
